x0,y0,x2,y1,x4,y2,x6,y3,x8,y4,x10,y5,x12,y6,x14,y7,x16,y8,x18,y9,x20,y10,x22,y11,x24,y12,x26,y13,x28,y14,x30,y15,x32,y16,x34,y17,x36,y18,x38,y19,x40,y20,label
0.2922670841217041,0.6972619891166687,0.34094569087028503,0.6699263453483582,0.37848132848739624,0.6041394472122192,0.38574594259262085,0.5404987335205078,0.40153011679649353,0.5030824542045593,0.36095213890075684,0.5546927452087402,0.36376261711120605,0.5160377025604248,0.3528286814689636,0.5730748772621155,0.34824568033218384,0.5713122487068176,0.3236300051212311,0.5534629225730896,0.3282994031906128,0.5176202654838562,0.3253302574157715,0.5819410681724548,0.3234733045101166,0.5748753547668457,0.29284435510635376,0.5617730617523193,0.29397889971733093,0.5252871513366699,0.29877564311027527,0.5837574005126953,0.29855409264564514,0.5804257988929749,0.2633441090583801,0.5634955763816833,0.26392072439193726,0.5498367547988892,0.2714366018772125,0.5884330868721008,0.2738769054412842,0.5883021950721741,A
0.29268625378608704,0.6985588073730469,0.34092187881469727,0.6696498990058899,0.37748983502388,0.6033557057380676,0.38479650020599365,0.5398775935173035,0.4007585644721985,0.5028164386749268,0.35940152406692505,0.5554981827735901,0.36145201325416565,0.5173647999763489,0.351553350687027,0.5742255449295044,0.34612399339675903,0.5722595453262329,0.32193106412887573,0.5542352199554443,0.3265586197376251,0.5191456079483032,0.3247462809085846,0.5831573605537415,0.32197126746177673,0.5755137205123901,0.2914579212665558,0.5634374022483826,0.2925560772418976,0.5264020562171936,0.29834648966789246,0.5848310589790344,0.2972988784313202,0.5816944241523743,0.26244837045669556,0.5661943554878235,0.2625284790992737,0.552634596824646,0.2705848515033722,0.5909921526908875,0.27303388714790344,0.5906153321266174,A
0.2918867766857147,0.6969865560531616,0.3406766355037689,0.6715061068534851,0.3780345916748047,0.6034818291664124,0.3859409987926483,0.5390241742134094,0.40242305397987366,0.5032733082771301,0.359660267829895,0.5545201897621155,0.36401891708374023,0.5174267292022705,0.3517031967639923,0.574928343296051,0.3459987938404083,0.5722203850746155,0.32185229659080505,0.5536891222000122,0.3289548456668854,0.5169495344161987,0.3244154155254364,0.582368791103363,0.3215257525444031,0.5757018327713013,0.2911911606788635,0.5635251402854919,0.29412832856178284,0.5270531177520752,0.29887741804122925,0.5852136611938477,0.29751983284950256,0.5818468332290649,0.26205548644065857,0.5655688047409058,0.26351916790008545,0.5527589917182922,0.2712026834487915,0.5909377932548523,0.27377015352249146,0.5895128846168518,A
0.29376333951950073,0.6988233327865601,0.3422934412956238,0.672590970993042,0.37972283363342285,0.6055223941802979,0.3876842260360718,0.5412470698356628,0.40448492765426636,0.5050325393676758,0.362621545791626,0.558184027671814,0.3664591908454895,0.5206248164176941,0.3539171814918518,0.576472282409668,0.3487981855869293,0.5739350318908691,0.3247230350971222,0.5565800666809082,0.3314390182495117,0.5189152956008911,0.32655882835388184,0.5828200578689575,0.32425230741500854,0.5766997337341309,0.2939465045928955,0.5654893517494202,0.2961848974227905,0.5286270380020142,0.3002372980117798,0.586628258228302,0.29960283637046814,0.5833178162574768,0.26501792669296265,0.5672426223754883,0.26542869210243225,0.5545811057090759,0.2722243368625641,0.5932545065879822,0.2749922275543213,0.591727614402771,A
0.2945528030395508,0.699582040309906,0.34251704812049866,0.672831654548645,0.38077208399772644,0.6057652831077576,0.38851508498191833,0.5415311455726624,0.40588006377220154,0.5056662559509277,0.36246559023857117,0.5574649572372437,0.3666292726993561,0.519820511341095,0.3544350862503052,0.5779231786727905,0.34876230359077454,0.5742659568786621,0.3242182433605194,0.5564398765563965,0.3314274251461029,0.5197818279266357,0.32720035314559937,0.5856233835220337,0.32432079315185547,0.5780597925186157,0.293375164270401,0.5660678148269653,0.2961474359035492,0.5289044976234436,0.30120527744293213,0.5874992609024048,0.2999146580696106,0.5834783911705017,0.2644210457801819,0.5676283836364746,0.2656010687351227,0.5553693175315857,0.27310383319854736,0.5936808586120605,0.27548301219940186,0.5919172763824463,A
0.29424014687538147,0.6979126334190369,0.34286338090896606,0.6713407635688782,0.3814631700515747,0.6037790179252625,0.39017149806022644,0.5400020480155945,0.40736642479896545,0.5044973492622375,0.3634030520915985,0.5562381744384766,0.3679717481136322,0.5188791751861572,0.3554401397705078,0.5768800973892212,0.34978094696998596,0.5735108852386475,0.32554861903190613,0.5548858642578125,0.3329589068889618,0.5176657438278198,0.3283928334712982,0.5833776593208313,0.3256155550479889,0.5771008729934692,0.29484304785728455,0.5648808479309082,0.2979450821876526,0.527582049369812,0.302875816822052,0.585780680179596,0.30159905552864075,0.5830478072166443,0.26566678285598755,0.566216766834259,0.2673080861568451,0.5536791086196899,0.2745187282562256,0.5915719866752625,0.27713730931282043,0.5899413824081421,A
0.29435068368911743,0.701418936252594,0.3425605893135071,0.6746225357055664,0.3802180886268616,0.6084634065628052,0.3884355127811432,0.5444846749305725,0.40519893169403076,0.5075711011886597,0.3635726571083069,0.5597896575927734,0.3669307827949524,0.5215410590171814,0.3560314178466797,0.577764630317688,0.3505503833293915,0.5753057599067688,0.3255045711994171,0.5579789280891418,0.33137357234954834,0.5217242240905762,0.32849594950675964,0.5860595703125,0.32606208324432373,0.5787503123283386,0.29464274644851685,0.566767692565918,0.29622983932495117,0.5293433666229248,0.3017730414867401,0.5879625082015991,0.30098286271095276,0.5846713185310364,0.265737920999527,0.5686792731285095,0.2660312056541443,0.5561836957931519,0.27349257469177246,0.594603955745697,0.2757453918457031,0.5935439467430115,A
0.29552096128463745,0.6995894908905029,0.3434928059577942,0.6700196266174316,0.38004809617996216,0.603503942489624,0.3884716033935547,0.5404024720191956,0.4061800241470337,0.5045104026794434,0.3625749349594116,0.556575357913971,0.3658515512943268,0.5182616114616394,0.3545113503932953,0.5764824151992798,0.34915319085121155,0.5734087824821472,0.32493504881858826,0.5555146932601929,0.33046847581863403,0.5197744369506836,0.3273370862007141,0.5847833156585693,0.32469117641448975,0.577135443687439,0.2940066158771515,0.5653339624404907,0.29579266905784607,0.5279039144515991,0.30135786533355713,0.5857909917831421,0.30032411217689514,0.5822548866271973,0.2646593153476715,0.5674595236778259,0.2654001712799072,0.5538994669914246,0.27331578731536865,0.5913259387016296,0.2756888270378113,0.5906814932823181,A
0.2958785891532898,0.7005642652511597,0.34548771381378174,0.6742878556251526,0.38167449831962585,0.6073479056358337,0.39155301451683044,0.5432659387588501,0.40896761417388916,0.5084018707275391,0.36619454622268677,0.5618639588356018,0.36988160014152527,0.5243393182754517,0.35775455832481384,0.5783220529556274,0.35322025418281555,0.5763834714889526,0.32903623580932617,0.5592811107635498,0.33419111371040344,0.521866500377655,0.3296903669834137,0.584457278251648,0.32826918363571167,0.578079104423523,0.2977465093135834,0.5663718581199646,0.29950636625289917,0.5310177803039551,0.3034166097640991,0.5879738926887512,0.30377197265625,0.5834564566612244,0.26843851804733276,0.5683908462524414,0.26874542236328125,0.5556211471557617,0.2755957543849945,0.5939860343933105,0.2787812054157257,0.5927078127861023,A
0.2961917221546173,0.6971941590309143,0.3440708518028259,0.670106053352356,0.3814844787120819,0.604736864566803,0.3904902935028076,0.5412765741348267,0.4089735746383667,0.5058136582374573,0.3637275695800781,0.5562927722930908,0.3664303123950958,0.5178676843643188,0.35586804151535034,0.5763575434684753,0.35138845443725586,0.5744116902351379,0.3265860080718994,0.5550794005393982,0.33147957921028137,0.5194836854934692,0.3290620446205139,0.5847866535186768,0.32701030373573303,0.5777289867401123,0.29581311345100403,0.5643643140792847,0.2976173460483551,0.5274877548217773,0.30326831340789795,0.5858829617500305,0.30268871784210205,0.5830018520355225,0.2664414644241333,0.5663062334060669,0.2675309181213379,0.5522294640541077,0.2754741609096527,0.5902709364891052,0.27798405289649963,0.590621829032898,A
